feature,relevance
0,2.749934
1,1.8335651
2,1.0366789
3,-0.78405166
4,0.743356
5,-0.8407024
6,1.0182625
7,-1.1447668
8,1.7050076
9,0.35734183
10,-0.98910284
11,-2.4075224
12,-1.4426683
13,1.1526991
14,1.0370772
15,-0.7044753
16,2.9803276
17,-0.77737224
18,-0.14754604
19,-2.320064
20,1.8221754
21,2.8102474
22,0.12859465
23,1.9984032
24,0.9353106
25,-1.7019249
26,-0.7570405
27,-0.55360675
28,2.2487528
29,-0.6881063
30,-1.7550973
31,0.047547698
32,1.7669734
33,-0.8239809
34,-1.8164406
35,-0.3680046
36,-0.59269834
37,0.9173832
38,-0.78416836
39,2.9087138
40,-0.1351718
41,2.6755009
42,-0.9964464
43,-1.5053449
44,2.4754355
45,-2.3401234
46,0.39368436
47,-1.9479262
48,-2.3535542
49,0.97466624
50,2.6199093
51,1.7984844
52,-0.61421096
53,-0.94887686
54,-1.3001014
55,0.60505867
56,1.3469872
57,-2.2560287
58,0.93937814
59,1.5635792
60,2.1010518
61,0.8303726
62,-0.86677945
63,0.84248865
64,0.6712382
65,-2.3704457
66,-2.116661
67,-2.4369802
68,0.9618777
69,1.8189849
70,4.293897
71,0.19985327
72,-0.9959489
73,-0.69355845
74,-1.0208602
75,-1.0168216
76,-0.55470204
77,0.6412424
78,-2.0186608
79,-0.1579092
80,-0.05972874
81,1.8136135
82,2.9347062
83,-1.4224545
84,-0.00210125
85,1.4400111
86,1.1974128
87,2.9375515
88,-0.13084406
89,-0.72914696
90,-0.9139359
91,-0.85033154
92,-2.3859613
93,-0.844435
94,-1.4056034
95,1.8212668
96,2.9222317
97,-1.7362686
98,-0.93638945
99,1.2643057
